proNo,proID,Lat,Lng,proType,Price_k,bedroom,bathroom,parking,age_md,income_md,local_Per,English_Per,rent_md,sch_rank,to_station,Time_train,Total_Time,supermarket,hospital,shopping_center,clinic,Formated_Address,Postal_Code,Locality,pro_type_no,pro_type_real,price_real,link,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
9086,114720839,-37.815525,145.116682,Unit,493,2,1,1,28,279,0.17,0.27,250,131,11,22,32,444,267,587,520,"1/13 Poplar St, Box Hill VIC 3128, Australia",3128,Box Hill,2,Unit,492500,http://www.realestate.com.au/property-unit-vic-box+hill-114720839,,1,1,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,5
9087,114720887,-37.700358,144.933774,Unit,308,2,1,1,32,346,0.54,0.33,254,363,24,28,52,1594,5000,1681,472,"2/70 Hubert Ave, Glenroy VIC 3046, Australia",3046,Glenroy,2,Unit,307500,http://www.realestate.com.au/property-unit-vic-glenroy-114720887,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,3
9088,114721151,-37.878942,144.982764,Apartment,835,2,2,1,41,1157,0.76,0.84,276,252,17,18,34,1126,619,2096,344,"60/62 Broadway, Elwood VIC 3184, Australia",3184,Elwood,0,Apartment,835000,http://www.realestate.com.au/property-apartment-vic-elwood-114721151,1,1,1,,1,1,1,,1,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,11
9089,114721255,-37.700358,144.933774,Unit,360,3,1,1,32,346,0.54,0.33,254,363,24,28,52,1594,5000,1681,472,"3/70 Hubert Ave, Glenroy VIC 3046, Australia",3046,Glenroy,2,Unit,360000,http://www.realestate.com.au/property-unit-vic-glenroy-114721255,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,3
9090,114721475,-37.810099,145.174649,House,641,4,1,1,36,643,0.75,0.81,359,177,19,28,46,1732,1415,1714,358,"1 Gladys St, Nunawading VIC 3131, Australia",3131,Nunawading,1,House,641000,http://www.realestate.com.au/property-house-vic-nunawading-114721475,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1
9091,114722095,-37.7764711,144.821759,Unit,750,3,2,1,32,455,0.37,0.43,231,423,5,23,27,928,1810,3566,134,"523/523 Ballarat Rd, Albion VIC 3020, Australia",3020,Albion,2,Unit,750000,http://www.realestate.com.au/property-unit-vic-albion-114722095,1,1,1,,,1,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,11
9092,114722355,-37.813169,145.12308,House,870,3,2,2,29,535,0.38,0.39,301,131,13,22,35,631,353,664,487,"80 Thames St, Box Hill North VIC 3129, Australia",3129,Box Hill North,1,House,870000,http://www.realestate.com.au/property-house-vic-box+hill+north-114722355,1,1,,1,,,,,,,,,1,,,1,,,,1,,,,1,,,,,,,,,,,7
9093,114724207,-37.891407,144.654235,House,245,3,1,1,28,323,0.67,0.69,222,515,14,38,52,1173,2723,2885,1030,"104 Market Rd, Werribee VIC 3030, Australia",3030,Werribee,1,House,245000,http://www.realestate.com.au/property-house-vic-werribee-114724207,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
9094,114724235,-37.699335,145.064039,House,501,3,1,2,38,468,0.66,0.69,312,360,33,42,75,583,904,778,105,"5 Cambridge Way, Bundoora VIC 3083, Australia",3083,Bundoora,1,House,501000,http://www.realestate.com.au/property-house-vic-bundoora-114724235,1,1,1,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,1,1,1,9
9095,114724243,-37.736393,144.778219,House,315,3,1,2,36,352,0.39,0.21,200,486,30,31,60,1642,4204,1141,1498,"17 Myuna Dr, Kings Park VIC 3021, Australia",3021,Kings Park,1,House,315000,http://www.realestate.com.au/property-house-vic-kings+park-114724243,1,1,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,1,7
9096,114724663,-37.766037,144.864688,House,550,3,1,4,43,506,0.57,0.51,300,116,45,17,89,179,1517,1782,1598,"43 Medfield Ave, Avondale Heights VIC 3034, Australia",3034,Avondale Heights,1,House,550000,http://www.realestate.com.au/property-house-vic-avondale+heights-114724663,,1,1,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,5
9097,114724791,-37.741756,144.808237,Unit,352,3,2,1,29,350,0.36,0.28,250,234,13,28,41,663,2115,2892,111,"38A Oberon Ave, St Albans VIC 3021, Australia",3021,St Albans,2,Unit,352000,http://www.realestate.com.au/property-unit-vic-st+albans-114724791,1,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,4
9098,114726871,-37.791305,144.875927,House,688,3,1,2,34,674,0.59,0.59,268,423,25,15,40,1320,859,1275,149,"32 Tucker St, West Footscray VIC 3012, Australia",3012,West Footscray,1,House,687500,http://www.realestate.com.au/property-house-vic-west+footscray-114726871,,,,,,,,,,,,1,1,,,,,,,1,,,,1,,,,,1,,,,,,5
9099,114726875,-37.796325,144.902744,Apartment,255,1,1,1,35,493,0.46,0.45,250,423,8,10,18,670,1416,371,295,"6/38 Lynch St, Footscray VIC 3011, Australia",3011,Footscray,0,Apartment,255000,http://www.realestate.com.au/property-apartment-vic-footscray-114726875,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2
9100,114726887,-37.794111,144.866183,House,460,3,1,1,39,535,0.51,0.51,296,116,12,17,29,445,1696,394,871,"8 West St, West Footscray VIC 3012, Australia",3012,West Footscray,1,House,460000,http://www.realestate.com.au/property-house-vic-west+footscray-114726887,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,2
9101,114726891,-37.83496,144.954541,House,752,2,1,0,39,966,0.71,0.83,370,24,32,4,36,499,1264,689,258,"365 Dorcas St, South Melbourne VIC 3205, Australia",3205,South Melbourne,1,House,752000,http://www.realestate.com.au/property-house-vic-south+melbourne-114726891,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,3
9102,114726895,-37.836181,144.961188,House,810,2,2,1,43,866,0.71,0.85,480,24,33,7,40,439,1095,910,50,"63 Dow St, South Melbourne VIC 3205, Australia",3205,South Melbourne,1,Townhouse,810000,http://www.realestate.com.au/property-townhouse-vic-south+melbourne-114726895,,,,1,,1,,,,,,1,,1,,,,,,1,,1,,,,,,1,,,,,,,7
9103,114726899,-37.8361917,144.9606158,House,890,3,2,1,43,866,0.71,0.85,480,24,33,7,40,436,1085,869,46,"65 Dow St, South Melbourne VIC 3205, Australia",3205,South Melbourne,1,Townhouse,890000,http://www.realestate.com.au/property-townhouse-vic-south+melbourne-114726899,,,,1,,1,,,,,,1,,1,,,,,,1,,1,,,,,,,,,,,,,6
9104,114726991,-37.796284,145.239394,House,600,3,1,3,39,513,0.68,0.74,345,212,33,34,67,1534,1654,2078,218,"34 Wonga Rd, Ringwood VIC 3134, Australia",3134,Ringwood,1,House,600000,http://www.realestate.com.au/property-house-vic-ringwood+north-114726991,1,1,,1,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,6
9105,114727331,-37.715725,144.965099,House,430,3,1,1,35,424,0.47,0.36,285,426,10,28,38,2256,2856,1414,1191,"13 Wembley Rd, Fawkner VIC 3060, Australia",3060,Fawkner,1,House,430000,http://www.realestate.com.au/property-house-vic-fawkner-114727331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
9106,114728271,-37.793649,144.86846,House,803,3,2,1,36,670,0.67,0.74,300,423,15,17,31,640,1494,591,682,"13 Palmerston St, West Footscray VIC 3012, Australia",3012,West Footscray,1,House,803000,http://www.realestate.com.au/property-house-vic-west+footscray-114728271,1,1,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,5
9107,114728587,-37.773706,145.144196,House,635,3,1,2,43,666,0.55,0.56,391,155,45,27,90,2070,2345,1629,1782,"9 Chiswick Ct, Templestowe VIC 3106, Australia",3106,Templestowe,1,House,635000,http://www.realestate.com.au/property-house-vic-templestowe-114728587,1,,,1,,1,,,1,,1,1,,,1,1,,,,,,1,,,,,,,,,,1,1,1,12
9108,114728831,-37.704609,144.744618,House,357,3,2,1,28,670,0.56,0.48,300,600,42,34,76,2794,5000,3992,657,"1/51 Jade Way, Hillside VIC 3037, Australia",3037,Hillside,1,House,357000,http://www.realestate.com.au/property-house-vic-hillside-114728831,1,1,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,5
9109,114729003,-37.709608,144.795681,House,460,3,2,2,40,676,0.76,0.75,300,287,35,34,69,798,5000,857,620,"23 Cocoparra Cres, Taylors Lakes VIC 3038, Australia",3038,Taylors Lakes,1,House,460000,http://www.realestate.com.au/property-house-vic-taylors+lakes-114729003,1,1,,,1,,,,,,,,1,,1,,,,,,,,1,,,,,1,,,,,,,7
9110,114729951,-37.977341,145.0615,House,620,3,1,1,38,748,0.67,0.84,300,411,8,43,51,471,1575,733,414,"1/77 Patty St, Mentone VIC 3194, Australia",3194,Mentone,1,Townhouse,620000,http://www.realestate.com.au/property-townhouse-vic-mentone-114729951,1,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,4
9111,114730139,-37.748735,145.145184,House,1510,5,5,4,47,646,0.64,0.61,0,161,45,52,90,2497,4740,2537,2820,"6A Read St, Templestowe VIC 3106, Australia",3106,Templestowe,1,House,2280000,http://www.realestate.com.au/property-house-vic-templestowe-114730139,1,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,1,8
9112,114730167,-37.726672,145.232755,House,775,5,3,0,46,746,0.77,0.93,451,287,45,60,90,5000,4250,4564,931,"27 Hamilton Rd, North Warrandyte VIC 3113, Australia",3113,North Warrandyte,1,House,775000,http://www.realestate.com.au/property-house-vic-north+warrandyte-114730167,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,5
9113,114730335,-37.944846,145.113304,House,652,5,2,5,38,395,0.44,0.4,300,291,32,31,63,2120,2841,2870,600,"10 Bodley St, Clarinda VIC 3169, Australia",3169,Clarinda,1,House,651872,http://www.realestate.com.au/property-house-vic-clarinda-114730335,1,1,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,5
9114,114731427,-37.724472,144.877546,House,510,3,1,1,39,565,0.7,0.64,295,600,45,26,90,1237,2764,1333,1150,"16 Parkview St, Airport West VIC 3042, Australia",3042,Airport West,1,House,510000,http://www.realestate.com.au/property-house-vic-airport+west-114731427,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3
9115,114731431,-37.892553,145.066858,Apartment,304,1,1,1,30,666,0.39,0.47,250,225,3,22,25,1068,4426,1115,110,"6/21-23 Dunoon St, Murrumbeena VIC 3163, Australia",3163,Murrumbeena,0,Apartment,303500,http://www.realestate.com.au/property-apartment-vic-murrumbeena-114731431,1,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,5
9116,114731679,-37.765703,144.772796,House,325,3,1,1,31,513,0.63,0.59,270,486,45,26,76,1633,3832,1633,267,"12 Slough St, Deer Park VIC 3023, Australia",3023,Deer Park,1,House,325000,http://www.realestate.com.au/property-house-vic-deer+park-114731679,1,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4
9117,114731863,-37.790386,145.107464,House,860,4,2,2,38,563,0.47,0.45,390,131,45,22,80,1725,2710,1529,907,"1/3 Ruda St, Manningham VIC 3108, Australia",3108,Manningham,1,Townhouse,860000,http://www.realestate.com.au/property-townhouse-vic-doncaster-114731863,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,1,,,,,,,4
9118,114732031,-37.797114,144.879375,House,595,3,1,1,34,565,0.56,0.51,280,423,14,15,28,1648,698,1597,0,"25 Milton St, West Footscray VIC 3012, Australia",3012,West Footscray,1,House,595000,http://www.realestate.com.au/property-house-vic-west+footscray-114732031,1,1,1,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,6
9119,114732091,-37.812882,144.968889,Apartment,300,2,1,0,35,1137,0.39,0.54,410,457,9,2,11,353,30,353,54,"206/155 Bourke St, Melbourne VIC 3000, Australia",3000,Melbourne,0,Apartment,300000,http://www.realestate.com.au/property-apartment-vic-melbourne-114732091,1,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,5
9120,114732115,-37.924931,145.12933,House,590,5,3,1,30,473,0.32,0.29,360,291,19,31,49,952,728,333,567,"2/89 Moriah St, Clayton VIC 3168, Australia",3168,Clayton,1,House,590000,http://www.realestate.com.au/property-house-vic-clayton-114732115,,1,,1,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,5
9121,114732259,-37.717774,145.108553,House,585,3,2,2,41,501,0.75,0.83,277,260,20,48,67,1577,2149,2016,480,"270 Elder St, Greensborough VIC 3088, Australia",3088,Greensborough,1,House,585000,http://www.realestate.com.au/property-house-vic-greensborough-114732259,1,1,,1,,,,,1,,1,,,1,,,,,,,,1,1,,,1,,1,,,,,,,1
9122,114732835,-37.813391,145.116001,Apartment,109,1,1,0,28,279,0.17,0.27,250,131,15,22,37,667,248,802,738,"218/484 Elgar Rd, Box Hill VIC 3128, Australia",3128,Box Hill,0,Apartment,109000,http://www.realestate.com.au/property-apartment-vic-box+hill-114732835,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5
9123,114732963,-37.817894,144.862822,House,675,3,2,2,38,565,0.73,0.71,260,319,31,17,48,1642,3402,1664,1355,"56 Stanger St, Yarraville VIC 3013, Australia",3013,Yarraville,1,House,675000,http://www.realestate.com.au/property-house-vic-yarraville-114732963,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,2
9124,114733775,-37.697754,144.758974,Unit,332,3,2,1,33,641,0.63,0.62,300,414,21,34,55,1494,5000,3603,403,"4A Kontek Way, Sydenham VIC 3037, Australia",3037,Sydenham,2,Unit,332000,http://www.realestate.com.au/property-unit-vic-sydenham-114733775,1,1,,,1,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,7
9125,114734271,-37.703495,144.757541,House,350,3,2,1,31,651,0.62,0.56,285,414,30,34,63,1658,5000,3258,237,"64 Boberrit Wynd, Sydenham VIC 3037, Australia",3037,Sydenham,1,House,350000,http://www.realestate.com.au/property-house-vic-sydenham-114734271,1,1,1,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,7
9126,114734315,-37.758475,144.891667,House,824,3,1,1,39,701,0.8,0.8,320,397,33,16,49,1596,1231,584,297,"37 Arthur St, Aberfeldie VIC 3040, Australia",3040,Aberfeldie,1,House,823500,http://www.realestate.com.au/property-house-vic-aberfeldie-114734315,,1,,1,,1,,,,,1,1,,,,,,,,1,,1,,1,,,,,,,,,,,8
9127,114734619,-37.703036,144.74612,Unit,320,3,2,1,28,670,0.56,0.48,300,600,39,34,73,2635,5000,3999,527,"2/85 Allenby Rd, Hillside VIC 3037, Australia",3037,Hillside,2,Unit,320000,http://www.realestate.com.au/property-unit-vic-hillside-114734619,1,1,,1,,1,,,1,,1,1,1,1,,,1,,,1,,,,,,,,,,,,,,,11
9128,114734839,-37.696506,145.125211,House,505,4,2,2,41,662,0.82,0.87,135,175,31,46,77,1582,3276,3787,1013,"217 Saint Helena Rd, Greensborough VIC 3088, Australia",3088,Greensborough,1,House,505000,http://www.realestate.com.au/property-house-vic-greensborough-114734839,,1,,1,,,,,,,,1,,1,,,,1,,,,1,,,,,,1,,,,,,,7
9129,114735035,-37.711558,144.798739,House,548,4,2,5,36,646,0.73,0.67,260,287,33,31,63,904,5000,1008,908,"4 Bunya Ct, Taylors Lakes VIC 3038, Australia",3038,Taylors Lakes,1,House,548000,http://www.realestate.com.au/property-house-vic-taylors+lakes-114735035,1,1,1,,,,1,,1,,,,1,1,,1,1,,,,,,,1,,1,,1,,,,,,,12
9130,114736643,-37.850308,145.13227,Unit,533,3,2,2,31,348,0.44,0.42,380,91,40,32,72,2493,2335,249,225,"69 Middleborough Rd, Burwood VIC 3125, Australia",3125,Burwood,2,Unit,533000,http://www.realestate.com.au/property-unit-vic-burwood-114736643,1,1,,1,,,1,,1,,,1,,1,,,,,,,1,,,1,,,,,,,,1,,1,11
9131,114736815,-37.818633,144.891607,House,760,3,2,0,34,834,0.66,0.69,310,319,6,15,21,911,2895,880,154,"32 Blackwood St, Yarraville VIC 3013, Australia",3013,Yarraville,1,House,760000,http://www.realestate.com.au/property-house-vic-yarraville-114736815,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,3
9132,114737535,-37.69866,144.873239,House,486,3,2,2,45,506,0.62,0.57,325,293,45,30,90,1616,5000,1547,898,"23 Janus St, Tullamarine VIC 3043, Australia",3043,Tullamarine,1,House,486000,http://www.realestate.com.au/property-house-vic-tullamarine-114737535,1,1,,1,,1,,,,,1,1,1,1,,,,,,,,,,,,,,1,,,,,,,9
9133,114737691,-37.853783,144.775029,House,320,5,1,2,38,373,0.54,0.65,255,525,19,29,48,204,5000,1863,1353,"70 Bladin St, Laverton VIC 3028, Australia",3028,Laverton,1,House,320000,http://www.realestate.com.au/property-house-vic-laverton-114737691,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,3
9134,114738031,-37.752295,145.122269,House,1510,4,3,3,45,724,0.8,0.77,355,366,45,48,90,2452,5000,3571,1008,"3 Ellen Grove, Templestowe VIC 3106, Australia",3106,Templestowe,1,House,2230000,http://www.realestate.com.au/property-house-vic-templestowe-114738031,1,,,,,1,1,,1,,,,,1,,1,,,,1,,,,,,,,1,,,,1,1,,1
9135,114738431,-37.896911,144.636335,House,265,4,2,2,38,530,0.7,0.76,237,515,34,38,72,2172,4380,4528,199,"1 Legana Ct, Werribee VIC 3030, Australia",3030,Werribee,1,House,265000,http://www.realestate.com.au/property-house-vic-werribee-114738431,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
9136,114738899,-37.855034,145.174457,House,640,3,2,2,47,530,0.49,0.47,326,269,45,37,85,2151,2917,2243,76,"421 Burwood Hwy, Vermont South VIC 3133, Australia",3133,Vermont South,1,House,640000,http://www.realestate.com.au/property-house-vic-vermont+south-114738899,,1,,1,,,,,1,,1,1,,1,,,,,,,,,,1,,,,,,,,,,,7
9137,114738931,-38.016179,145.132229,House,628,4,2,2,33,842,0.5,0.55,631,311,45,51,90,3654,5000,3097,1047,"2 The Boardwalk, Waterways VIC 3195, Australia",3195,Waterways,1,House,628000,http://www.realestate.com.au/property-house-vic-waterways-114738931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
9138,114739199,-37.793177,144.9691433,Apartment,160,1,1,0,23,142,0.11,0.22,300,76,29,2,31,567,805,1477,377,"570 Lygon St, Carlton VIC 3053, Australia",3053,Carlton,0,Apartment,159500,http://www.realestate.com.au/property-apartment-vic-carlton-114739199,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,1,1,,,,,,,5
9139,114739267,-37.850174,145.085028,Unit,708,3,1,1,41,665,0.74,0.81,475,245,10,25,35,1909,1096,2835,1156,"1/6 Yeovil Rd, Glen Iris VIC 3146, Australia",3146,Glen Iris,2,Unit,708000,http://www.realestate.com.au/property-unit-vic-glen+iris-114739267,1,1,,1,,,,,1,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,8
9140,114739475,-37.695797,144.767065,House,310,3,2,1,32,675,0.45,0.45,325,414,14,34,48,881,5000,2948,159,"12/19-23 Overton Lea Blvd, Sydenham VIC 3037, Australia",3037,Sydenham,1,Townhouse,310000,http://www.realestate.com.au/property-townhouse-vic-sydenham-114739475,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,4
9141,114739619,-37.925684,145.109863,House,627,2,2,1,32,415,0.39,0.34,285,394,16,31,46,770,1230,1688,395,"80 View St, Clayton VIC 3168, Australia",3168,Clayton,1,House,627000,http://www.realestate.com.au/property-house-vic-clayton-114739619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9142,114739931,-37.846921,144.777493,House,321,3,1,1,30,373,0.59,0.59,280,525,31,29,61,847,5000,2615,1058,"25 Old Geelong Rd, Laverton VIC 3028, Australia",3028,Laverton,1,House,321000,http://www.realestate.com.au/property-house-vic-laverton-114739931,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,1,1,6
9143,114740107,-37.75602,144.919374,House,550,2,1,1,34,720,0.6,0.63,300,397,5,16,21,206,1591,2056,164,"10/11 Willow St, Essendon VIC 3040, Australia",3040,Essendon,1,Townhouse,550000,http://www.realestate.com.au/property-townhouse-vic-essendon-114740107,1,1,,1,,,1,,1,,1,1,,,,,,,,1,,,,,,,,,,,,,,,8
9144,114740383,-37.8926142,145.1031428,House,700,4,2,1,42,571,0.56,0.53,345,245,27,26,53,1444,1555,1441,443,"19 Raymond Ct, Oakleigh VIC 3166, Australia",3166,Oakleigh,1,Townhouse,700000,http://www.realestate.com.au/property-townhouse-vic-oakleigh-114740383,1,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,5
9145,114740387,-37.892824,145.165766,House,1000,4,2,2,35,581,0.48,0.5,346,111,25,37,61,1347,1972,1395,994,"26 Botanic Dr, Glen Waverley VIC 3150, Australia",3150,Glen Waverley,1,House,1000000,http://www.realestate.com.au/property-house-vic-glen+waverley-114740387,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,2
9146,114740639,-37.791289,144.887499,House,504,2,1,2,31,628,0.49,0.5,320,423,19,15,34,1391,58,1393,191,"9 Mavis St, Footscray VIC 3011, Australia",3011,Footscray,1,House,503500,http://www.realestate.com.au/property-house-vic-footscray-114740639,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,2
9147,114740847,-37.819877,144.876455,House,497,3,1,1,38,623,0.66,0.66,339,319,21,15,35,551,3085,568,523,"265 Francis St, Yarraville VIC 3013, Australia",3013,Yarraville,1,House,497000,http://www.realestate.com.au/property-house-vic-yarraville-114740847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9148,114740975,-37.693645,144.777575,House,523,5,2,4,39,420,0.62,0.4,210,185,28,34,62,562,5000,2165,450,"23 Pacific Pl, Taylors Lakes VIC 3038, Australia",3038,Taylors Lakes,1,House,522500,http://www.realestate.com.au/property-house-vic-taylors+lakes-114740975,1,1,,1,,1,,,1,,,,,1,1,,,,,,,,,,,1,,,,,,1,1,1,11
9149,114741139,-37.771402,144.915561,Apartment,725,3,2,2,35,876,0.76,0.78,369,600,11,12,23,641,537,1962,299,"31/122 Maribyrnong Rd, Moonee Ponds VIC 3039, Australia",3039,Moonee Ponds,0,Apartment,725000,http://www.realestate.com.au/property-apartment-vic-moonee+ponds-114741139,1,1,,1,,,1,,1,,,1,,1,,,,,1,,,,,,,,,,,,,,,,8
9150,114741183,-37.712192,144.77255,House,310,3,1,1,35,529,0.47,0.33,313,414,26,34,59,1416,5000,1730,411,"9 Kurrajong Rd, Delahey VIC 3037, Australia",3037,Delahey,1,House,310000,http://www.realestate.com.au/property-house-vic-delahey-114741183,1,1,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,6
9151,114741607,-37.978277,145.154724,House,423,4,2,2,32,303,0.38,0.27,300,344,44,38,81,1959,3574,2188,594,"1 Arnot Ct, Springvale South VIC 3172, Australia",3172,Springvale South,1,House,423000,http://www.realestate.com.au/property-house-vic-springvale+south-114741607,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
9152,114741767,-37.7923491,144.8529982,Unit,960,3,2,1,35,351,0.38,0.3,78,116,21,17,38,731,2852,781,728,"11a/11 Hughes St, Braybrook VIC 3019, Australia",3019,Braybrook,2,Unit,960000,http://www.realestate.com.au/property-unit-vic-braybrook-114741767,,1,,1,,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,,1,1,1,9
9153,114741839,-37.790324,144.941284,House,620,2,1,1,29,707,0.56,0.65,411,600,8,11,19,1183,864,904,371,"6 George St, North Melbourne VIC 3051, Australia",3051,North Melbourne,1,House,620000,http://www.realestate.com.au/property-house-vic-north+melbourne-114741839,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,3
9154,114742087,-37.761469,145.16113,House,1170,4,2,2,38,523,0.48,0.39,500,153,45,52,90,594,3079,676,3550,"1 Helmsdale Retreat, Templestowe VIC 3106, Australia",3106,Templestowe,1,House,1170000,http://www.realestate.com.au/property-house-vic-templestowe-114742087,1,1,1,1,,1,,1,1,,,1,,1,1,1,,,1,1,,1,1,,,1,,1,,,,1,1,1,2
9155,114742119,-37.777241,144.964319,Apartment,560,2,1,1,31,641,0.52,0.56,300,76,9,15,24,183,1387,278,168,"10/195-197 Brunswick Rd, Brunswick VIC 3056, Australia",3056,Brunswick,0,Apartment,560000,http://www.realestate.com.au/property-apartment-vic-brunswick-114742119,1,1,,,1,1,1,,,,,,,,,,,,1,1,,1,,,,,,,1,,,,,,9
9156,114742131,-37.871909,145.102247,House,650,3,2,1,33,501,0.58,0.57,173,245,14,30,44,1002,1819,2174,1021,"2/17 Salisbury Rd, Ashwood VIC 3147, Australia",3147,Ashwood,1,Townhouse,650000,http://www.realestate.com.au/property-townhouse-vic-ashwood-114742131,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
9157,114742299,-37.953641,145.051388,House,755,3,2,2,42,621,0.61,0.7,340,316,14,37,51,526,2372,483,745,"9 Matthieson St, Highett VIC 3190, Australia",3190,Highett,1,Townhouse,755000,http://www.realestate.com.au/property-townhouse-vic-highett-114742299,1,1,,1,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,7
9158,114743447,-37.835277,145.076288,House,1510,4,5,3,45,773,0.64,0.79,433,100,7,21,28,183,2868,1238,1502,"14 Cooloongatta Rd, Camberwell VIC 3124, Australia",3124,Camberwell,1,House,2500000,http://www.realestate.com.au/property-house-vic-camberwell-114743447,,,1,,,,,,,,,1,,1,1,,,,,,,1,,,,,,1,,,,,,,6
9159,114743491,-37.68467,144.892319,House,421,4,1,1,46,464,0.6,0.58,300,293,43,32,75,710,5000,771,603,"8 Ringwood Ct, Gladstone Park VIC 3043, Australia",3043,Gladstone Park,1,House,421000,http://www.realestate.com.au/property-house-vic-gladstone+park-114743491,,1,,1,,,,,,,,1,,,,,,,,1,,1,,1,,,,,,,,1,1,1,9
