proNo,proID,Lat,Lng,proType,Price_k,bedroom,bathroom,parking,age_md,income_md,local_Per,English_Per,rent_md,sch_rank,to_station,Time_train,Total_Time,supermarket,hospital,shopping_center,clinic,Formated_Address,Postal_Code,Locality,pro_type_no,pro_type_real,price_real,link,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
9008,114703075,-38.023301,145.110195,House,600,3,2,2,37,629,0.76,0.88,350,431,16,51,66,2633,4879,2679,159,"11 Tyabb Grove, Aspendale VIC 3195, Australia",3195,Aspendale,1,House,600000,http://www.realestate.com.au/property-house-vic-aspendale-114703075,1,1,1,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,6
9009,114703099,-37.778611,145.118027,House,850,4,2,3,46,432,0.56,0.48,378,366,45,22,89,665,3822,811,486,"8 Cason St, Manningham VIC 3108, Australia",3108,Manningham,1,House,850000,http://www.realestate.com.au/property-house-vic-doncaster-114703099,,1,1,1,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,6
9010,114703287,-37.884187,145.164598,House,1300,3,1,5,42,450,0.38,0.36,424,41,10,37,47,733,1664,733,80,"307 Springvale Rd, Glen Waverley VIC 3150, Australia",3150,Glen Waverley,1,House,1300000,http://www.realestate.com.au/property-house-vic-glen+waverley-114703287,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,2
9011,114703487,-37.699717,144.752682,House,460,4,2,2,31,592,0.7,0.64,270,414,33,34,67,2031,5000,3854,403,"12 Ozzimo Dr, Hillside VIC 3037, Australia",3037,Hillside,1,House,460000,http://www.realestate.com.au/property-house-vic-hillside-114703487,1,1,,1,,,,,,,,,1,1,,,,,,,,,,,,1,,1,,,,,,,7
9012,114703663,-37.802141,144.864175,House,556,3,1,2,35,487,0.52,0.5,284,423,5,17,22,992,2124,965,1156,"34 Hex St, West Footscray VIC 3012, Australia",3012,West Footscray,1,House,556000,http://www.realestate.com.au/property-house-vic-west+footscray-114703663,,1,,1,,,,,1,,,1,1,,,,,,,1,,,,,,,,1,,,,1,1,1,1
9013,114703715,-37.7166867,144.7328625,House,460,3,2,2,30,852,0.61,0.58,341,600,45,34,90,1990,5000,4346,2022,"111 Oakview Parade, Caroline Springs VIC 3023, Australia",3023,Caroline Springs,1,House,460000,http://www.realestate.com.au/property-house-vic-caroline+springs-114703715,1,1,,1,,1,,,1,,,,,1,,,,,,,,,,,,1,,1,,,,1,1,1,11
9014,114703775,-37.736279,144.782811,House,328,3,1,1,35,366,0.38,0.31,230,486,25,31,55,1765,3904,1121,1097,"29 McLeod Rd, St Albans VIC 3021, Australia",3021,St Albans,1,House,328000,http://www.realestate.com.au/property-house-vic-st+albans-114703775,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
9015,114703791,-37.697745,145.055518,House,510,4,1,0,41,559,0.43,0.48,315,360,43,42,85,222,916,1548,800,"31 Settlement Rd, Bundoora VIC 3083, Australia",3083,Bundoora,1,House,510000,http://www.realestate.com.au/property-house-vic-bundoora-114703791,1,1,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,5
9016,114704139,-37.944675,145.032037,House,1500,5,2,2,39,627,0.68,0.78,340,411,15,37,52,874,1313,2366,225,"5 Hazel Ave, Highett VIC 3190, Australia",3190,Highett,1,House,1500000,http://www.realestate.com.au/property-house-vic-highett-114704139,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2
9017,114704151,-37.781433,144.85816,House,440,3,1,2,32,365,0.52,0.46,231,116,32,17,49,556,2724,1397,109,"9 Cremorne St, Braybrook VIC 3019, Australia",3019,Braybrook,1,House,440000,http://www.realestate.com.au/property-house-vic-braybrook-114704151,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2
9018,114704279,-37.687197,145.10688,House,743,5,4,2,38,650,0.64,0.7,0,235,33,46,79,1623,2528,3269,1636,"3 Hiah Cl, Greensborough VIC 3088, Australia",3088,Greensborough,1,House,743000,http://www.realestate.com.au/property-house-vic-greensborough-114704279,1,1,,1,,1,,,,,1,,,1,,,,,,1,,,,,,1,,1,,,,,,,9
9019,114704531,-37.718502,144.778465,House,382,3,2,2,33,386,0.46,0.33,270,414,29,31,60,2103,5000,893,917,"33 Yeats Dr, Delahey VIC 3037, Australia",3037,Delahey,1,House,382000,http://www.realestate.com.au/property-house-vic-delahey-114704531,,,1,,,,,,,,1,1,,1,1,,,,,,,1,,,,,,,,,,,,,6
9020,114704543,-37.725634,144.770984,Unit,260,3,1,1,36,346,0.38,0.2,300,414,28,31,59,2553,5000,862,1173,"4/21 Patonga Dr, Delahey VIC 3037, Australia",3037,Delahey,2,Unit,260000,http://www.realestate.com.au/property-unit-vic-delahey-114704543,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4
9021,114704643,-37.797779,144.891028,Unit,273,2,1,1,32,497,0.48,0.41,248,423,11,15,25,679,685,805,274,"5/99-109 Creswick St, Footscray VIC 3011, Australia",3011,Footscray,2,Unit,273000,http://www.realestate.com.au/property-unit-vic-footscray-114704643,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,5
9022,114704675,-37.747984,144.822625,House,360,3,2,2,36,310,0.41,0.18,250,234,26,26,51,1865,1396,4006,309,"15 Torino St, St Albans VIC 3021, Australia",3021,St Albans,1,House,360000,http://www.realestate.com.au/property-house-vic-st+albans-114704675,1,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,7
9023,114704679,-37.749113,144.807884,House,340,3,1,2,33,315,0.26,0.16,231,234,14,26,39,716,1377,2705,443,"7 Clacton St, St Albans VIC 3021, Australia",3021,St Albans,1,House,340000,http://www.realestate.com.au/property-house-vic-st+albans-114704679,1,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,8
9024,114704955,-37.831032,144.866836,House,610,2,1,2,34,764,0.69,0.71,298,319,27,18,44,1700,3507,1733,360,"81 New St, South Kingsville VIC 3015, Australia",3015,South Kingsville,1,House,610000,http://www.realestate.com.au/property-house-vic-south+kingsville-114704955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9025,114705059,-37.90452,145.181065,House,1050,4,3,2,36,677,0.69,0.82,469,349,45,37,90,918,3795,878,502,"29 The Woodland, Wheelers Hill VIC 3150, Australia",3150,Wheelers Hill,1,House,1050000,http://www.realestate.com.au/property-house-vic-wheelers+hill-114705059,1,1,1,1,,,,,,,,1,,1,,1,,,,,,,1,,,,,1,,,,,,,9
9026,114705799,-37.868177,144.814523,House,583,3,1,1,47,513,0.62,0.77,275,600,8,32,39,1381,2704,2700,1004,"28 Linnet St, Altona VIC 3018, Australia",3018,Altona,1,House,582500,http://www.realestate.com.au/property-house-vic-altona-114705799,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,1,1,6
9027,114705883,-37.925505,145.079444,Unit,561,2,1,2,39,659,0.7,0.79,331,394,41,26,67,513,3294,2918,545,"2A Bessie St, Bentleigh East VIC 3165, Australia",3165,Bentleigh East,2,Unit,561000,http://www.realestate.com.au/property-unit-vic-bentleigh+east-114705883,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
9028,114706103,-37.930052,145.183005,House,615,4,2,2,42,511,0.59,0.6,260,240,45,36,90,761,2743,851,1956,"8 Fulwood Ct, Mulgrave VIC 3170, Australia",3170,Mulgrave,1,House,615000,http://www.realestate.com.au/property-house-vic-mulgrave-114706103,1,1,,1,,1,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,7
9029,114706387,-38.055947,145.140114,House,680,4,3,3,41,631,0.72,0.82,300,227,40,55,90,1370,5000,1374,983,"45 The Pkwy, Patterson Lakes VIC 3197, Australia",3197,Patterson Lakes,1,House,680000,http://www.realestate.com.au/property-house-vic-patterson+lakes-114706387,1,1,1,1,,,,,,,,,1,1,,,,,,,,,1,,,1,,1,1,,,,,,1
9030,114706411,-37.970336,145.02144,House,1302,4,3,2,44,744,0.71,0.85,254,411,38,32,69,2795,674,3048,170,"76 Arkaringa Cres, Black Rock VIC 3193, Australia",3193,Black Rock,1,House,1302000,http://www.realestate.com.au/property-house-vic-black+rock-114706411,1,,,,,1,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,5
9031,114706451,-37.840835,144.938664,Apartment,565,2,1,2,32,1368,0.61,0.74,431,24,45,4,49,338,1777,1243,1139,"601/52 Nott St, Port Melbourne VIC 3207, Australia",3207,Port Melbourne,0,Apartment,565000,http://www.realestate.com.au/property-apartment-vic-port+melbourne-114706451,1,,,,,,1,,,1,,,,,,,,1,1,,,,1,,,,,,1,,,,,,7
9032,114706555,-37.793547,145.133753,House,705,4,2,2,38,510,0.53,0.45,387,155,45,22,70,1086,2517,1014,755,"43 Highview Dr, Manningham VIC 3108, Australia",3108,Manningham,1,House,705000,http://www.realestate.com.au/property-house-vic-doncaster-114706555,,,,,,,1,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,4
9033,114707015,-37.7778981,144.9043739,House,747,3,2,4,35,898,0.73,0.73,380,240,26,70,90,1067,874,1422,935,"25 Dalgety Dr, Ascot Vale VIC 3032, Australia",3032,Ascot Vale,1,House,747000,http://www.realestate.com.au/property-house-vic-ascot+vale-114707015,1,1,,1,,,,,1,,1,1,,1,,,,,,1,,,,,,,,1,,,,1,1,1,12
9034,114707407,-37.711708,144.966595,House,468,5,2,2,35,401,0.52,0.42,250,426,13,28,41,2498,2796,973,1653,"1/107 Lynch Rd, Fawkner VIC 3060, Australia",3060,Fawkner,1,Townhouse,468000,http://www.realestate.com.au/property-townhouse-vic-fawkner-114707407,1,1,1,1,,,,,1,,1,1,,,1,,,,,1,,,,,,1,,,,,,,,,1
9035,114707547,-37.713279,144.923772,House,771,5,3,2,33,512,0.58,0.37,366,363,8,26,34,1053,5000,1286,439,"24 Plumpton Ave, Oak Park VIC 3046, Australia",3046,Oak Park,1,House,771250,http://www.realestate.com.au/property-house-vic-oak+park-114707547,1,1,1,1,,,1,,1,,,1,,1,1,,,,,,,1,,,,1,,,,,,,,,11
9036,114707755,-37.795141,144.828761,House,440,3,2,1,36,467,0.41,0.39,230,423,16,20,36,1477,3975,2902,1085,"65 Couch St, Sunshine VIC 3020, Australia",3020,Sunshine,1,House,440000,http://www.realestate.com.au/property-house-vic-sunshine-114707755,,1,1,1,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,6
9037,114707895,-37.978686,145.152308,Unit,360,3,1,2,32,303,0.38,0.27,300,344,44,38,82,1743,3788,2316,379,"39/41 Paterson Rd, Springvale South VIC 3172, Australia",3172,Springvale South,2,Unit,360000,http://www.realestate.com.au/property-unit-vic-springvale+south-114707895,1,,,,,,,,1,,1,1,,,,,,,,,,,,1,,,,,,,,1,1,1,8
9038,114708031,-37.8087809,144.9624942,Apartment,430,2,1,0,23,218,0.12,0.2,415,58,4,4,8,180,708,235,190,"201/31 A Beckett St, Melbourne VIC 3000, Australia",3000,Melbourne,0,Apartment,430000,http://www.realestate.com.au/property-apartment-vic-melbourne-114708031,1,,,,,1,1,,,,,1,,,,,,,1,1,,,,1,,,,,,,,,,,7
9039,114708531,-37.8151405,144.966126,Apartment,645,2,1,0,30,880,0.33,0.5,400,457,6,7,13,164,323,176,17,"220 Collins St, Melbourne VIC 3000, Australia",3000,Melbourne,0,Apartment,645000,http://www.realestate.com.au/property-apartment-vic-melbourne-114708531,1,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,4
9040,114708947,-37.801701,144.89157,House,615,2,1,0,35,533,0.5,0.51,284,423,4,13,17,548,1101,809,190,"24 Windsor St, Footscray VIC 3011, Australia",3011,Footscray,1,House,615000,http://www.realestate.com.au/property-house-vic-footscray-114708947,1,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,4
9041,114709059,-37.878416,144.669892,House,416,3,1,1,28,434,0.52,0.48,254,515,41,38,78,816,868,967,2267,"11/2 Whipbird Cl, Werribee VIC 3030, Australia",3030,Werribee,1,House,416000,http://www.realestate.com.au/property-house-vic-werribee-114709059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9042,114709335,-37.688446,145.052917,House,506,4,2,3,40,398,0.58,0.55,308,360,45,42,90,920,869,1006,1600,"69 Cabernet Cres, Bundoora VIC 3083, Australia",3083,Bundoora,1,House,506000,http://www.realestate.com.au/property-house-vic-bundoora-114709335,1,1,,1,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,6
9043,114709359,-37.987988,145.073526,House,593,3,1,2,41,775,0.77,0.89,341,311,9,45,53,555,331,594,308,"2/15 Fifth St, Parkdale VIC 3195, Australia",3195,Parkdale,1,Townhouse,592500,http://www.realestate.com.au/property-townhouse-vic-parkdale-114709359,,1,,1,,,,,,,,1,,1,,,,,,1,,1,,,,,,1,,,,,,,7
9044,114709699,-37.724238,144.954976,House,450,2,1,2,38,383,0.61,0.6,266,272,12,27,39,2137,3374,2533,709,"19 Kingsford Ave, Coburg North VIC 3058, Australia",3058,Coburg North,1,House,450000,http://www.realestate.com.au/property-house-vic-coburg+north-114709699,1,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,4
9045,114709859,-37.850015,144.893141,House,741,4,2,1,38,768,0.79,0.86,318,319,18,19,37,932,1016,1071,570,"16 Oakbank St, Newport VIC 3015, Australia",3015,Newport,1,House,741000,http://www.realestate.com.au/property-house-vic-newport-114709859,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,4
9046,114710027,-37.843138,145.127231,House,740,3,1,2,39,575,0.71,0.76,420,91,42,27,69,2215,2756,1161,1021,"15 Massey St, Box Hill South VIC 3128, Australia",3128,Box Hill South,1,House,740000,http://www.realestate.com.au/property-house-vic-box+hill+south-114710027,1,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,4
9047,114710199,-37.834717,145.138468,House,737,3,1,4,38,525,0.73,0.75,336,69,21,27,48,886,1548,1568,391,"24 Perth St, Blackburn South VIC 3130, Australia",3130,Blackburn South,1,House,737000,http://www.realestate.com.au/property-house-vic-blackburn+south-114710199,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,5
9048,114710295,-38.062074,145.120663,Unit,361,2,1,1,41,639,0.67,0.8,250,227,5,57,61,1009,5000,2145,293,"1/2 York St, Bonbeach VIC 3196, Australia",3196,Bonbeach,2,Unit,361000,http://www.realestate.com.au/property-unit-vic-bonbeach-114710295,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4
9049,114710643,-37.81595,144.964262,Apartment,681,2,1,0,30,880,0.33,0.5,400,457,7,7,14,175,503,193,62,"501/298-304 Collins St, Melbourne VIC 3000, Australia",3000,Melbourne,0,Apartment,681000,http://www.realestate.com.au/property-apartment-vic-melbourne-114710643,1,1,,1,,,,,,,,1,,1,,,,,1,1,,,,,,,,,,,,,,,7
9050,114710847,-37.805783,144.882514,House,785,3,2,0,36,892,0.7,0.7,320,423,8,15,23,1240,1438,1220,548,"19 Empress Ave, Kingsville VIC 3012, Australia",3012,Kingsville,1,House,785034,http://www.realestate.com.au/property-house-vic-kingsville-114710847,1,1,,1,,1,,,,,,1,,1,,,,,,1,,,,1,,,,,,,,,,,8
9051,114711107,-37.699025,144.899389,House,525,4,2,2,31,828,0.68,0.6,320,293,35,30,65,1701,5000,1468,714,"96 Marigold Cres, Gowanbrae VIC 3043, Australia",3043,Gowanbrae,1,House,525000,http://www.realestate.com.au/property-house-vic-gowanbrae-114711107,1,1,1,1,,1,,,,,1,,,1,,,,,,1,,,,,,1,,1,,,,,,,1
9052,114711115,-37.836687,144.964476,House,1305,4,2,2,44,711,0.66,0.75,226,24,31,7,38,602,1135,1131,221,"42 Raglan St, South Melbourne VIC 3205, Australia",3205,South Melbourne,1,House,1305000,http://www.realestate.com.au/property-house-vic-south+melbourne-114711115,1,1,,,,,1,,,,,1,,,,1,,,,1,,1,,,,,,,,,,,,,7
9053,114711291,-37.789914,144.92232,Apartment,395,2,1,1,32,1100,0.66,0.69,361,600,11,10,21,575,1329,871,314,"33/8-32 Howlett St, Kensington VIC 3031, Australia",3031,Kensington,0,Apartment,395000,http://www.realestate.com.au/property-apartment-vic-kensington-114711291,1,1,,,1,,1,,,,,1,,,,,,,1,1,,1,,,,,,,,,,,,,8
9054,114711363,-37.862686,145.007607,Apartment,341,1,1,1,31,980,0.59,0.71,301,252,22,16,37,1353,868,1730,408,"9/8 Te-Arai Ave, St Kilda East VIC 3183, Australia",3183,St Kilda East,0,Apartment,340500,http://www.realestate.com.au/property-apartment-vic-st+kilda+east-114711363,1,1,,,,1,,,,,,,,1,,,,,,1,,1,,,,,,,1,,,,,,7
9055,114711595,-37.805342,145.120147,House,758,3,1,2,40,543,0.6,0.56,369,131,23,22,45,1450,854,1529,431,"29 Olympiad Cres, Box Hill North VIC 3129, Australia",3129,Box Hill North,1,House,758000,http://www.realestate.com.au/property-house-vic-box+hill+north-114711595,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
9056,114712259,-37.743595,144.801554,House,807,1,1,0,36,340,0.27,0.21,225,414,3,28,31,140,2194,2270,53,"5 Collins St, St Albans VIC 3021, Australia",3021,St Albans,1,House,807000,http://www.realestate.com.au/property-house-vic-st+albans-114712259,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
9057,114712559,-37.889675,144.772743,House,408,3,2,2,32,976,0.55,0.63,390,600,45,29,74,1811,5000,1828,1274,"21 Signature Blvd, Point Cook VIC 3030, Australia",3030,Point Cook,1,House,408000,http://www.realestate.com.au/property-house-vic-sanctuary+lakes-114712559,1,1,,1,,1,,,,,1,,,,,,,1,,1,,,1,,,,,,,,,,,,8
9058,114713867,-37.8397,145.050862,House,1510,4,3,2,40,841,0.68,0.76,413,600,21,17,38,714,2255,840,271,"7 Widford St, Hawthorn East VIC 3123, Australia",3123,Hawthorn East,1,House,2776000,http://www.realestate.com.au/property-house-vic-hawthorn+east-114713867,,,,,,,,1,,1,,1,,1,1,1,,,,,,,1,,,1,,,,,,,,,8
9059,114714231,-37.864686,144.888625,Unit,420,2,1,1,47,700,0.83,0.88,340,251,8,25,33,936,373,1036,123,"3/40 Victoria St, Williamstown VIC 3016, Australia",3016,Williamstown,2,Unit,420000,http://www.realestate.com.au/property-unit-vic-williamstown-114714231,1,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,1,1,,6
9060,114714315,-37.903618,145.085811,House,637,3,2,2,33,500,0.52,0.51,365,394,7,26,33,504,3388,511,60,"133 Warrigal Rd, Hughesdale VIC 3166, Australia",3166,Hughesdale,1,House,637000,http://www.realestate.com.au/property-house-vic-hughesdale-114714315,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,3
9061,114714527,-37.776802,144.927605,House,710,3,2,2,39,662,0.58,0.66,226,600,8,12,20,949,596,1230,83,"5A East St, Ascot Vale VIC 3032, Australia",3032,Ascot Vale,1,House,710000,http://www.realestate.com.au/property-house-vic-ascot+vale-114714527,1,1,,1,,,1,,,,1,,,1,,,,1,1,,,,,,,,,,,,,,,,8
9062,114714847,-37.897161,144.645287,House,265,3,1,1,36,388,0.65,0.74,250,515,25,38,62,1435,3734,3897,829,"2 Grant Ave, Werribee VIC 3030, Australia",3030,Werribee,1,House,265000,http://www.realestate.com.au/property-house-vic-werribee-114714847,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,5
9063,114714915,-37.892974,144.639584,House,281,3,1,2,35,572,0.66,0.77,218,515,32,38,70,2102,3923,4063,515,"13 Rowes Rd, Werribee VIC 3030, Australia",3030,Werribee,1,House,281160,http://www.realestate.com.au/property-house-vic-werribee-114714915,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
9064,114714959,-37.92285,145.128472,Apartment,304,2,1,1,25,383,0.17,0.2,340,291,15,31,45,944,513,95,517,"28/1 Greenfield Dr, Clayton VIC 3168, Australia",3168,Clayton,0,Apartment,303500,http://www.realestate.com.au/property-apartment-vic-clayton-114714959,1,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,1,1,1,1
9065,114715007,-38.038126,145.13498,House,524,4,2,1,38,645,0.71,0.81,370,431,37,53,90,2418,5000,3406,332,"9 Platina Pl, Chelsea Heights VIC 3196, Australia",3196,Chelsea Heights,1,House,524000,http://www.realestate.com.au/property-house-vic-chelsea+heights-114715007,1,1,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,5
9066,114715535,-37.786813,144.834095,House,682,3,1,2,31,462,0.36,0.34,270,423,3,20,23,519,3295,2546,874,"49 Dickson St, Sunshine VIC 3020, Australia",3020,Sunshine,1,House,682000,http://www.realestate.com.au/property-house-vic-sunshine-114715535,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1
9067,114716103,-37.795814,144.987366,Apartment,568,2,1,1,31,879,0.66,0.73,450,457,15,18,33,714,804,439,437,"31/35 Mater St, Collingwood VIC 3066, Australia",3066,Collingwood,0,Apartment,568000,http://www.realestate.com.au/property-apartment-vic-collingwood-114716103,1,1,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,5
9068,114716339,-37.843776,145.098032,House,1062,4,2,1,67,519,0.69,0.75,376,245,29,25,54,2093,1489,2568,1633,"8 Banksia St, Burwood VIC 3125, Australia",3125,Burwood,1,House,1062000,http://www.realestate.com.au/property-house-vic-burwood-114716339,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,3
9069,114716387,-37.78917,145.116742,House,885,3,2,2,44,625,0.6,0.56,365,131,45,22,77,913,2655,764,114,"14 Carawatha Rd, Manningham VIC 3108, Australia",3108,Manningham,1,House,885000,http://www.realestate.com.au/property-house-vic-doncaster-114716387,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
9070,114716435,-37.722048,144.932287,House,530,3,2,3,35,594,0.64,0.6,286,124,13,23,36,2282,4297,2515,649,"89 Northumberland Rd, Pascoe Vale VIC 3044, Australia",3044,Pascoe Vale,1,House,530000,http://www.realestate.com.au/property-house-vic-pascoe+vale-114716435,1,1,1,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,6
9071,114716935,-37.685585,144.728615,House,540,4,2,2,27,661,0.77,0.7,0,600,45,34,90,4437,5000,5000,733,"18 Knight Ct, Hillside VIC 3037, Australia",3037,Hillside,1,House,540000,http://www.realestate.com.au/property-house-vic-hillside-114716935,1,1,,1,,1,1,,,,,1,,1,,,,,,,,,1,,,1,,1,,,,,,,1
9072,114716975,-37.79331,145.085936,House,1250,4,3,1,41,559,0.52,0.46,374,42,45,22,78,1894,3412,3419,730,"6 Bolinda Rd, Balwyn North VIC 3104, Australia",3104,Balwyn North,1,House,1250000,http://www.realestate.com.au/property-house-vic-balwyn+north-114716975,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
9073,114716979,-37.983602,145.079876,Unit,453,2,1,1,40,636,0.71,0.78,280,311,18,45,62,254,180,235,580,"1/34 Olive Grove, Parkdale VIC 3195, Australia",3195,Parkdale,2,Unit,453000,http://www.realestate.com.au/property-unit-vic-parkdale-114716979,1,1,,1,,,,,,,1,1,,,,,,,,1,,1,,1,,,,,,,,,,,8
9074,114717135,-37.984695,145.07895,House,888,4,2,3,39,695,0.64,0.71,260,311,16,45,61,197,203,203,522,"13 Olive Grove, Mentone VIC 3194, Australia",3194,Mentone,1,House,888000,http://www.realestate.com.au/property-house-vic-mentone-114717135,1,1,,1,,1,,,,,,1,,1,,,,,1,,,1,1,1,,,,1,1,,,,,,12
9075,114717711,-37.862926,145.179001,House,718,4,2,2,45,567,0.59,0.6,415,269,42,37,79,1948,3678,1810,425,"795 Highbury Rd, Vermont South VIC 3133, Australia",3133,Vermont South,1,House,718000,http://www.realestate.com.au/property-house-vic-vermont+south-114717711,1,1,,1,,,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,7
9076,114717863,-37.785489,145.128105,Apartment,341,1,1,1,37,433,0.29,0.26,392,155,45,22,75,165,3039,159,142,"203/18 Berkeley St, Manningham VIC 3108, Australia",3108,Manningham,0,Apartment,341000,http://www.realestate.com.au/property-apartment-vic-doncaster-114717863,1,1,,,,1,1,,,,,,,,,,,1,1,1,,,1,,,,,,,,,,,,8
9077,114717871,-37.7879325,144.7550333,House,480,4,2,2,28,749,0.47,0.45,330,486,45,26,90,1515,5000,1589,1530,"173 Windsor Blvd, Derrimut VIC 3030, Australia",3030,Derrimut,1,House,480000,http://www.realestate.com.au/property-house-vic-derrimut-114717871,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
9078,114717995,-37.7032,145.055546,Apartment,255,1,1,1,31,331,0.32,0.33,340,360,37,42,79,695,814,1530,702,"14/1191 Plenty Rd, Bundoora VIC 3083, Australia",3083,Bundoora,0,Apartment,255000,http://www.realestate.com.au/property-apartment-vic-bundoora-114717995,1,1,,,1,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,6
9079,114718103,-37.8010469,144.9698607,Apartment,140,1,1,0,28,764,0.59,0.65,441,58,16,2,18,350,398,1144,407,"Carlton VIC 3053, Australia",3053,Carlton,0,Apartment,140000,http://www.realestate.com.au/property-apartment-vic-carlton-114718103,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1
9080,114718627,-37.983766,145.122881,House,670,3,1,1,39,614,0.72,0.76,362,316,45,48,90,916,3939,1527,744,"2 Biscay Ct, Dingley Village VIC 3172, Australia",3172,Dingley Village,1,House,670000,http://www.realestate.com.au/property-house-vic-dingley+village-114718627,1,1,,,,,,,,,1,1,,,1,,,,,,,,,1,,,,1,,,,,,,7
9081,114718655,-37.703254,144.752621,House,350,3,1,1,31,659,0.64,0.59,291,414,32,34,66,2074,5000,3565,409,"11 Mordaunt Dr, Hillside VIC 3037, Australia",3037,Hillside,1,House,350000,http://www.realestate.com.au/property-house-vic-hillside-114718655,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4
9082,114718735,-37.68965,144.727697,House,535,4,2,2,36,627,0.75,0.67,420,600,45,34,89,4375,5000,5000,902,"21 Sovereign Way, Hillside VIC 3037, Australia",3037,Hillside,1,House,535000,http://www.realestate.com.au/property-house-vic-hillside-114718735,1,1,1,1,,,,,1,,1,,1,1,,,,,,,,,,,,1,,1,,,,,,,1
9083,114719367,-37.79519,144.87762,Unit,350,2,1,1,34,565,0.56,0.51,280,423,18,15,33,1457,727,1406,141,"2/29-31 Blandford St, West Footscray VIC 3012, Australia",3012,West Footscray,2,Unit,350000,http://www.realestate.com.au/property-unit-vic-west+footscray-114719367,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,1,1,5
9084,114719767,-37.790167,145.16428,House,750,3,2,2,43,410,0.5,0.49,360,153,45,26,76,681,202,1363,1788,"2/7 Talford St, Doncaster East VIC 3109, Australia",3109,Doncaster East,1,Townhouse,750000,http://www.realestate.com.au/property-townhouse-vic-doncaster+east-114719767,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,2
9085,114720179,-37.818701,144.946918,Apartment,585,2,2,1,30,1035,0.26,0.37,471,24,6,4,10,367,1974,538,99,"100 Harbour Esplanade, Docklands VIC 3008, Australia",3008,Docklands,0,Apartment,585000,http://www.realestate.com.au/property-apartment-vic-docklands-114720179,,,,,,1,1,,1,,,,,1,,,,1,1,,,,1,,,,1,,,,,,,,8
